name,type,record_link,series_title,effective_from,through_to,completed,dp_law,_citations_dp_law,_caution_dp_law,_attachment_name_dp_law,dp_database,_citations_dp_database,_caution_dp_database,_attachment_name_dp_database,dp_url,_citations_dp_url,_caution_dp_url,_attachment_name_dp_url,dp_enacted,_citations_dp_enacted,_caution_dp_enacted,_attachment_name_dp_enacted,dp_effective_dt,_citations_dp_effective_dt,_caution_dp_effective_dt,_attachment_name_dp_effective_dt,dp_collected,_citations_dp_collected,_caution_dp_collected,_attachment_name_dp_collected,dp_valid_imp,_citations_dp_valid_imp,_caution_dp_valid_imp,_attachment_name_dp_valid_imp,dp_state_fed,_citations_dp_state_fed,_caution_dp_state_fed,_attachment_name_dp_state_fed,dp_state_fed_reference,_citations_dp_state_fed_reference,_caution_dp_state_fed_reference,_attachment_name_dp_state_fed_reference,dp_state_fed_citation,_citations_dp_state_fed_citation,_caution_dp_state_fed_citation,_attachment_name_dp_state_fed_citation,dp_type,_citations_dp_type,_caution_dp_type,_attachment_name_dp_type,dp_activity,_citations_dp_activity,_caution_dp_activity,_attachment_name_dp_activity,dp_penalties,_citations_dp_penalties,_caution_dp_penalties,_attachment_name_dp_penalties,dp_exemption,_citations_dp_exemption,_caution_dp_exemption,_attachment_name_dp_exemption,dp_exempt_sygen_activity,_citations_dp_exempt_sygen_activity,_caution_dp_exempt_sygen_activity,_attachment_name_dp_exempt_sygen_activity,dp_exempt_sy_ssp_activity,_citations_dp_exempt_sy_ssp_activity,_caution_dp_exempt_sy_ssp_activity,_attachment_name_dp_exempt_sy_ssp_activity,dp_exempt_can_activity,_citations_dp_exempt_can_activity,_caution_dp_exempt_can_activity,_attachment_name_dp_exempt_can_activity,dp_exempt_DCEgen_activity,_citations_dp_exempt_DCEgen_activity,_caution_dp_exempt_DCEgen_activity,_attachment_name_dp_exempt_DCEgen_activity,dp_exempt_fentDCE_activity,_citations_dp_exempt_fentDCE_activity,_caution_dp_exempt_fentDCE_activity,_attachment_name_dp_exempt_fentDCE_activity,dp_exempt_xyDCE_activity,_citations_dp_exempt_xyDCE_activity,_caution_dp_exempt_xyDCE_activity,_attachment_name_dp_exempt_xyDCE_activity,dp_exempt_DCE_ssp_activity,_citations_dp_exempt_DCE_ssp_activity,_caution_dp_exempt_DCE_ssp_activity,_attachment_name_dp_exempt_DCE_ssp_activity,dp_exempt_fentDCE_ssp_activity,_citations_dp_exempt_fentDCE_ssp_activity,_caution_dp_exempt_fentDCE_ssp_activity,_attachment_name_dp_exempt_fentDCE_ssp_activity,dp_exempt_xyDCE_ssp_activity,_citations_dp_exempt_xyDCE_ssp_activity,_caution_dp_exempt_xyDCE_ssp_activity,_attachment_name_dp_exempt_xyDCE_ssp_activity,dp_exempt_SEgen_activity,_citations_dp_exempt_SEgen_activity,_caution_dp_exempt_SEgen_activity,_attachment_name_dp_exempt_SEgen_activity,dp_exempt_SE_ssp_activity,_citations_dp_exempt_SE_ssp_activity,_caution_dp_exempt_SE_ssp_activity,_attachment_name_dp_exempt_SE_ssp_activity,dp_exempt_unspec_ssp_activity,_citations_dp_exempt_unspec_ssp_activity,_caution_dp_exempt_unspec_ssp_activity,_attachment_name_dp_exempt_unspec_ssp_activity,dp_note,_citations_dp_note,_caution_dp_note,_attachment_name_dp_note
"Kansas City, Jackson County, Missouri, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/63886,DPL_2023_Consolidated,2022-12-31,2023-01-01,11,1,-,-,-,Municode,-,-,-,https://library.municode.com/mo/kansas_city/codes/code_of_ordinances?nodeId=COORKAMIVOII_CH50OFMIPR_ARTVIOFAGPUSA_S50-201DRPA,-,-,-,01/19/2017,-,-,-,-,-,-,-,11/29/2023,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,Sec. 50-201. - Drug parap,-,-,-,-,-,-,-,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",Sec. 50-201. - Drug parap,-,-,"Sales (ARCHIVE), Non-sale distribution/delivery (ARCHIVE), Possession, possession with intent to use, keep, Use, Advertising, display, Other",Sec. 50-201. - Drug parap,"Lend, rent, lease, display",-,Criminal (ARCHIVE) ,Sec. 50-201. -,-,-,"Xylazine checking/testing equipment specifically, in the context syringe services, harm reduction programs, or supervised use sites (NEW)",Sec. 50-201. -, display of any drug paraphernalia at a place of display for educational or scientific purposes shall not be unlawful,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Kansas City, Wyandotte County, Kansas, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/75246,DPL_2025_JD,2024-10-03,2024-12-31,13,1,-,-,-,Municode ,-,-,-,https://library.municode.com/ks/wyandotte_county_-_unified_government/codes/code_of_ordinances?nodeId=CH22MIPROF_ARTVIOFAGPUMO_DIV4DRREOF_SDIIDRPASICOSU_S22-314DE,-,-,-,10/03/2024,-,-,-,-,-,-,-,06/06/2025,-,-,-,"Known, current through date published in ordinance",-,-,-,Both (ARCHIVE) ,-,-,-,0,-,-,-,-,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",Sec. 22-314. - Definition,-,-,"Delivery, possession with intent to deliver/distribute, distribution, transfer, furnish, exchange (NEW), Possession, possession with intent to use, keep, Use, Manufacturing, manufacture with intent to deliver or sell","Sec. 22-315 - 22-319 ,Sec. 22-315 - 22-319 ",-,-,"Misdemeanor (NEW), Unspecified Fine (NEW), Incarceration (NEW), Forfeiture/Seizure","Sec. 22-315 - 22-319 ,Sec. 22-315 - 22-319 ,Sec. 22-315 - 22-319 ",-,-,Drug checking/testing equipment for fentanyl or fentanyl analogues ,Sec. 22-314. - Definition,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Possession, Use, Distribution, Other",-,Manufacture,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Kansas City, Wyandotte County, Kansas, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/75631,DPL_2025_PS,2024-10-03,2024-12-31,13,1,-,-,-,Municode ,-,-,-,https://library.municode.com/ks/wyandotte_county_-_unified_government/codes/code_of_ordinances?nodeId=CH22MIPROF_ARTVIOFAGPUMO_DIV4DRREOF_SDIIDRPASICOSU_S22-314DE,-,-,-,10/03/2024,-,-,-,-,-,-,-,06/06/2025,-,-,-,"Known, current through date published in ordinance",-,-,-,Both (ARCHIVE) ,-,-,-,0,-,-,-,-,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",Subdivision II. - Drug Pa,-,-,"Delivery, possession with intent to deliver/distribute, distribution, transfer, furnish, exchange (NEW), Possession, possession with intent to use, keep, Use, Manufacturing, manufacture with intent to deliver or sell","Subdivision II. - Dr...,Subdivision II. - Drug Pa",-,-,"Unspecified Fine (NEW), Incarceration (NEW), Forfeiture/Seizure","Subdivision II. - Drug Pa,Sec. 1-8. - General penal,Sec. 1-8. - General penal,Subdivision II. - Dr...,Subdivision II. - Dr...",-,-,Drug checking/testing equipment for fentanyl or fentanyl analogues ,Subdivision II. - Drug Pa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Possession, Use, Distribution, Other",-,manufacturing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Kansas City, Wyandotte County, Kansas, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/75667,DPL_2025_Consolidated,2024-10-03,2024-12-31,13,1,-,-,-,Municode ,-,-,-,https://library.municode.com/ks/wyandotte_county_-_unified_government/codes/code_of_ordinances?nodeId=CH22MIPROF_ARTVIOFAGPUMO_DIV4DRREOF_SDIIDRPASICOSU_S22-314DE,-,-,-,10/03/2024,-,-,-,-,-,-,-,06/06/2025,-,-,-,"Known, current through date published in ordinance",-,-,-,Both (ARCHIVE) ,-,-,-,0,-,-,-,-,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",Sec. 22-314. - Definition,-,-,"Delivery, possession with intent to deliver/distribute, distribution, transfer, furnish, exchange (NEW), Possession, possession with intent to use, keep, Use, Manufacturing, manufacture with intent to deliver or sell","Sec. 22-315 - 22-319 ,Sec. 22-315 - 22-319 ",-,-,"Unspecified Fine (NEW), Incarceration (NEW), Forfeiture/Seizure","Sec. 22-315 - 22-319 ,Sec. 22-315 - 22-319 ,Sec. 22-315 - 22-319 ,Sec. 1-8. - General penal,Sec. 1-8. - General penal",-,-,Drug checking/testing equipment for fentanyl or fentanyl analogues ,Sec. 22-314. - Definition,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Possession, Use, Distribution, Other",-,Manufacture,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Kansas City, Wyandotte County, Kansas, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/75666,DPL_2025_Consolidated,2022-12-31,2024-10-02,12,1,-,-,-,Municode ,-,-,-,https://library.municode.com/ks/wyandotte_county_-_unified_government/codes/code_of_ordinances?nodeId=CH22MIPROF_ARTVIOFAGPUMO_DIV4DRREOF_SDIIDRPASICOSU_S22-314DE,-,-,-,09/14/2017,-,-,-,-,-,-,-,10/02/2024,-,-,-,"Known, current through date published in ordinance",-,-,-,Both (ARCHIVE) ,-,-,-,0,-,-,-,-,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",Subdivision II. - Drug Pa,-,-,"Delivery, possession with intent to deliver/distribute, distribution, transfer, furnish, exchange (NEW), Possession, possession with intent to use, keep, Use, Manufacturing, manufacture with intent to deliver or sell","Sec. 22-315 - 22-319 ,Sec. 22-315 - 22-319 ",-,-,"Unspecified Fine (NEW), Incarceration (NEW), Forfeiture/Seizure","Sec. 22-315 - 22-319 ,Sec. 22-315 - 22-319 ,Sec. 22-315 - 22-319 ,Sec. 1-8. - General penal,Sec. 1-8. - General penal",-,-,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Kansas City, Wyandotte County, Kansas, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/64120,DPL_2023_Consolidated ,2022-12-31,2023-01-01,11,1,-,-,-,Municode ,-,-,-,https://library.municode.com/ks/wyandotte_county_-_unified_government/codes/code_of_ordinances?nodeId=CH22MIPROF_ARTVIOFAGPUMO_DIV4DRREOF_SDIIDRPASICOSU_S22-314DE,-,-,-,09/14/2017,-,-,-,-,-,-,-,10/11/2023,-,-,-,"Known, current through date published in ordinance",-,-,-,Both (ARCHIVE) ,"Subdivision II. - Dr...,Subdivision II. - Drug Pa",-,-,-,-,-,-,-,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",Subdivision II. - Drug Pa,-,-,"Non-sale distribution/delivery (ARCHIVE), Possession, possession with intent to use, keep, Use, Manufacturing, manufacture with intent to deliver or sell","Subdivision II. - Dr...,Subdivision II. - Drug Pa",-,-,"Criminal (ARCHIVE) , Forfeiture/Seizure","Subdivision II. - Drug Pa,Subdivision II. - Dr...,Subdivision II. - Dr...",-,-,None,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Kennewick, Benton County, Washington, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/77033,DPL_2025_PS,2023-03-22,2024-12-31,13,1,-,-,-,Municode,-,-,-,https://library.municode.com/wa/kennewick/codes/code_of_ordinances?nodeId=TIT9HESA_CH9.32DRDRPA,-,-,-,03/22/2023,-,-,-,-,-,-,-,10/23/2025,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,-,-,-,0,-,-,-,-,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",CHAPTER 9.32 -,-,-,"Sales, possession with intent to sell, offer for sale (NEW), Use, Other","CHAPTER 9.32 - DRUGS AND ,CHAPTER 9.32 - DRUGS AND ",disposal ,-,"Infraction (NEW), Misdemeanor (NEW), Unspecified Fine (NEW), Forfeiture/Seizure","CHAPTER 9.32 - DRUGS AND ,CHAPTER 9.32 -,CHAPTER 9.32 - DRUGS AND ",-,-,"Paraphernalia for consumption of cannabis, generally or medical use (NEW)",CHAPTER 9.32 - DRUGS AND ,-,-,-,-,-,-,-,-,-,-,Use,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Kennewick, Benton County, Washington, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/76885,DPL_2025_JD,2023-03-21,2024-12-31,13,1,-,-,-,Municode,-,-,-,https://library.municode.com/wa/kennewick/codes/code_of_ordinances?nodeId=TIT9HESA_CH9.32DRDRPA,-,-,-,03/21/2023,-,-,-,-,-,-,-,03/03/2025,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,-,-,-,0,-,-,-,-,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",CHAPTER 9.32 - DRUGS AND ,-,-,"Sales, possession with intent to sell, offer for sale (NEW), Use, Other","CHAPTER 9.32 - DRUGS AND ,CHAPTER 9.32 - DRUGS AND ,CHAPTER 9.32 - DRUGS AND ",Disposal,-,"Infraction (NEW), Misdemeanor (NEW), Unspecified Fine (NEW), Forfeiture/Seizure","CHAPTER 9.32 -,CHAPTER 9.32 - DRUGS AND ,CHAPTER 9.32 - DRUGS AND ,1.12.030: - General Penal",-,-,"Paraphernalia for consumption of cannabis, generally or medical use (NEW)",CHAPTER 9.32 - DRUGS AND ,-,-,-,-,-,-,-,-,-,-,Use,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Kennewick, Benton County, Washington, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/77322,DPL_2025_Consolidated,2023-03-21,2024-12-31,13,1,-,-,-,Municode,-,-,-,https://library.municode.com/wa/kennewick/codes/code_of_ordinances?nodeId=TIT9HESA_CH9.32DRDRPA,-,-,-,03/21/2023,-,-,-,-,-,-,-,03/03/2025,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,-,-,-,0,-,-,-,-,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",CHAPTER 9.32 - DRUGS AND ,-,-,"Sales, possession with intent to sell, offer for sale (NEW), Use, Other","CHAPTER 9.32 - DRUGS AND ,CHAPTER 9.32 - DRUGS AND ,CHAPTER 9.32 - DRUGS AND ",Disposal,-,"Infraction (NEW), Misdemeanor (NEW), Unspecified Fine (NEW), Forfeiture/Seizure","CHAPTER 9.32 - DRUGS AND ,CHAPTER 9.32 -,1.12.030: - General Penal,CHAPTER 9.32 - DRUGS AND ",-,-,"Paraphernalia for consumption of cannabis, generally or medical use (NEW)",CHAPTER 9.32 - DRUGS AND ,-,-,-,-,-,-,-,-,-,-,Use,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Kennewick, Benton County, Washington, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/63932,DPL_2023_Consolidated,2022-12-31,2023-01-01,11,1,-,-,-,Municode,-,-,-,https://library.municode.com/wa/kennewick/codes/code_of_ordinances?nodeId=TIT9HESA_CH9.32DRDRPA,-,-,-,06/15/2021,-,-,-,-,-,-,-,03/14/2023,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,CHAPTER 9.32 -,-,-,-,-,-,-,-,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",CHAPTER 9.32 -,-,-,"Non-sale distribution/delivery (ARCHIVE), Use, Manufacturing, manufacture with intent to deliver or sell",CHAPTER 9.32 - DRUGS AND ,-,-,"Civil (ARCHIVE), Forfeiture/Seizure","CHAPTER 9.32 - DRUGS AND ,CHAPTER 9.32 - DRUGS AND ,CHAPTER 9.32 -",-,-,"Paraphernalia for consumption of cannabis, generally (ARCHIVE)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Kennewick, Benton County, Washington, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/77321,DPL_2025_Consolidated,2022-12-31,2023-03-20,13,1,-,-,-,Municode,-,-,-,https://library.municode.com/wa/kennewick/codes/code_of_ordinances?nodeId=TIT9HESA_CH9.32DRDRPA,-,-,-,06/15/2021,-,-,-,-,-,-,-,03/21/2023,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,-,-,-,0,-,-,-,-,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",CHAPTER 9.32 -,-,-,"Delivery, possession with intent to deliver/distribute, distribution, transfer, furnish, exchange (NEW), Use, Manufacturing, manufacture with intent to deliver or sell",CHAPTER 9.32 - DRUGS AND ,-,-,"Misdemeanor (NEW), Forfeiture/Seizure","CHAPTER 9.32 - DRUGS AND ,CHAPTER 9.32 -",-,-,"Paraphernalia for consumption of cannabis, generally or medical use (NEW)","CHAPTER 9.32 - DRUGS AND ,CHAPTER 9.32 - DRUGS AND ",-,-,-,-,-,-,-,-,-,-,"Use, Distribution, Other",-,Manufacture,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Kenosha, Kenosha County, Wisconsin, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/76437,DPL_2025_PS,2024-03-26,2024-12-31,16,1,-,-,-,Municode ,-,-,-,https://library.municode.com/wi/kenosha/codes/code_of_ordinances?nodeId=SUHITA_CHXIOFAGGOORCO_11.145DRPA,-,-,-,03/26/2024,-,-,-,-,-,-,-,10/27/2025,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,-,-,-,1,11.145. - Drug Parapherna,-,-,"Wis. Stats. § 961.572,",-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",961.571  Definitions. In ,-,-,"Delivery, possession with intent to deliver/distribute, distribution, transfer, furnish, exchange (NEW), Possession, possession with intent to use, keep, Use, Manufacturing, manufacture with intent to deliver or sell","11.145. - Drug Parapherna,11.145. - Drug Parapherna",-,-,"Unspecified Fine (NEW), Incarceration (NEW), Forfeiture/Seizure",11.145. - Drug Parapherna,-,-,"Syringes, generally, Drug checking/testing equipment for fentanyl or fentanyl analogues , Drug checking/testing equipment for xylazine (NEW)",961.571  Definitions. In ,-,-,"Possession, Use, Distribution, Other",-,manufacture,-,-,-,-,-,-,-,-,-,-,-,-,-,"Possession, Use, Distribution, Other",-,manufacture,-,"Possession, Use, Distribution, Other",-,manufacture,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Kenosha, Kenosha County, Wisconsin, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/76634,DPL_2025_Consolidated,2024-03-26,2024-12-31,16,1,-,-,-,Municode ,-,-,-,https://library.municode.com/wi/kenosha/codes/code_of_ordinances?nodeId=SUHITA_CHXIOFAGGOORCO_11.145DRPA,-,-,-,03/26/2024,-,-,-,-,-,-,-,10/27/2025,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,-,-,-,1,11.145. - Drug Parapherna,-,-,Wis. Stats. § 961.571,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",961.571  Definitions. In ,-,-,"Delivery, possession with intent to deliver/distribute, distribution, transfer, furnish, exchange (NEW), Possession, possession with intent to use, keep, Use, Manufacturing, manufacture with intent to deliver or sell","11.145. - Drug Parapherna,11.145. - Drug Parapherna",-,-,"Unspecified Fine (NEW), Incarceration (NEW), Forfeiture/Seizure",11.145. - Drug Parapherna,-,-,"Syringes, generally, Drug checking/testing equipment for fentanyl or fentanyl analogues , Drug checking/testing equipment for xylazine (NEW)","961.571  Definitions. In ,961.571  Definitions. In ",-,-,"Possession, Use, Distribution, Other",-,Manufacturing,-,-,-,-,-,-,-,-,-,-,-,-,-,"Possession, Use, Distribution, Other",-,Manufacturing,-,"Possession, Use, Distribution, Other",-,Manufacturing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Kenosha, Kenosha County, Wisconsin, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/76439,DPL_2025_JD,2024-03-26,2024-12-31,16,1,-,-,-,Municode ,-,-,-,https://library.municode.com/wi/kenosha/codes/code_of_ordinances?nodeId=SUHITA_CHXIOFAGGOORCO_11.145DRPA,-,-,-,03/26/2024,-,-,-,-,-,-,-,10/27/2025,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,-,-,-,1,11.145. - Drug Parapherna,-,-,Wis. Stats. § 961.571,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",961.571  Definitions. In ,-,-,"Delivery, possession with intent to deliver/distribute, distribution, transfer, furnish, exchange (NEW), Possession, possession with intent to use, keep, Use, Manufacturing, manufacture with intent to deliver or sell","11.145. - Drug Parapherna,11.145. - Drug Parapherna",-,-,"Unspecified Fine (NEW), Incarceration (NEW), Forfeiture/Seizure",11.145. - Drug Parapherna,-,-,"Syringes, generally, Drug checking/testing equipment for fentanyl or fentanyl analogues , Drug checking/testing equipment for xylazine (NEW)","961.571  Definitions. In ,961.571  Definitions. In ",-,-,"Possession, Use, Distribution, Other",-,Manufacturing,-,-,-,-,-,-,-,-,-,-,-,-,-,"Possession, Use, Distribution, Other",-,Manufacturing,-,"Possession, Use, Distribution, Other",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Kenosha, Kenosha County, Wisconsin, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/63510,DPL_2023_Consolidated,2022-12-31,2023-01-01,11,1,-,-,-,Municode ,-,-,-,https://library.municode.com/wi/kenosha/codes/code_of_ordinances?nodeId=SUHITA_CHXIOFAGGOORCO_11.145DRPA,-,-,-,02/17/2016,-,-,-,-,-,-,-,12/06/2023,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,11.145. - Drug Parapherna,-,-,-,-,-,-,-,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",961.571  Definitions. In ,-,-,"Non-sale distribution/delivery (ARCHIVE), Possession, possession with intent to use, keep, Use, Manufacturing, manufacture with intent to deliver or sell","11.145. - Drug Parapherna,11.145. - Drug Parapherna",-,-,"Criminal (ARCHIVE) , Forfeiture/Seizure",11.145. - Drug Parapherna,-,-,"Syringes, generally, Drug checking/testing equipment for fentanyl or fentanyl analogues ",961.571  Definitions. In ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Kenosha, Kenosha County, Wisconsin, United States",city,https://app.monqcle.com/org/cphlr/project/drug-paraphernalia-laws-1689792283/record/76633,DPL_2025_Consolidated,2022-12-31,2024-03-25,15,1,-,-,-,Municode ,-,-,-,https://library.municode.com/wi/kenosha/codes/code_of_ordinances?nodeId=SUHITA_CHXIOFAGGOORCO_11.145DRPA,-,-,-,02/17/2016,-,-,-,-,-,-,-,03/26/2024,-,-,-,"Known, current through date published in ordinance",-,-,-,State (ARCHIVE) ,-,-,-,1,11.145. - Drug Parapherna,-,-,Wis. Stats. § 961.571,-,-,-,"Syringes, hypodermic needles, other inject/ion/ing equipment/instrument/supplies , Pipes, other smoke/ing or inhal/ing/ation equipment or supplies, Drug test/ing or check/ing equipment or supplies, Other",961.571  Definitions. In ,-,-,"Delivery, possession with intent to deliver/distribute, distribution, transfer, furnish, exchange (NEW), Possession, possession with intent to use, keep, Use, Manufacturing, manufacture with intent to deliver or sell","11.145. - Drug Parapherna,11.145. - Drug Parapherna",-,-,"Unspecified Fine (NEW), Incarceration (NEW), Forfeiture/Seizure",11.145. - Drug Parapherna,-,-,"Syringes, generally, Drug checking/testing equipment for fentanyl or fentanyl analogues ",961.571  Definitions. In ,-,-,"Possession, Use, Distribution, Other",-,Manufacturing,-,-,-,-,-,-,-,-,-,-,-,-,-,"Possession, Use, Distribution, Other",-,Manufacturing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
